"field_name","Point_count_ID","Site","Species_common_name","Est_distance","PC_time","Time_of_day","Audio_visual","Notes"
4912,"18_08_17_2","D100 641",NA,18,"0:03:01","5:03:01 PM","A","Iora or not? Descending series of rapid notes, c. from 5khz to 4khz, c. 0.6s"
4913,"18_08_17_2","D100 641",NA,20,"0:03:25","5:03:25 PM","A","Piequickclip = spectacled Bulbul? Also at 9:17"
4914,"18_08_17_2","D100 641","Bearded Pig",6,"0:03:50","5:03:50 PM","A",NA
4915,"18_08_17_2","D100 641","Black-naped Monarch",10,"0:04:09","5:04:09 PM","A",NA
4916,"18_08_17_2","D100 641","Bold-striped Tit-babbler",50,"0:04:36","5:04:36 PM","A","also at 9:56"
4917,"18_08_17_2","D100 641","Black-and-yellow Broadbill",50,"0:05:10","5:05:10 PM","A",NA
4918,"18_08_17_2","D100 641","Rufous-tailed Tailorbird",35,"0:05:49","5:05:49 PM","A",NA
4919,"18_08_17_2","D100 641","Little Spiderhunter",3,"0:06:45","5:06:45 PM","A",NA
4920,"18_08_17_2","D100 641",NA,25,"0:07:10","5:07:10 PM","A","alarm call bold striped tit babbler?"
4921,"18_08_17_2","D100 641",NA,12,"0:07:30","5:07:30 PM","A","High-pitched jingling: also audible at 10:10"
4922,"18_08_17_2","D100 641","Common Emerald Dove",40,"0:08:35","5:08:35 PM","V",NA
4923,"18_08_17_2","D100 641",NA,NA,"0:09:06","5:09:06 PM","A","no idea; c. 7 notes c. 3.5khz (1s) followed by 4 notes longerslurred and little lower pitched (c. 3khz)"
4924,"18_08_17_2","D100 641","Spectacled Bulbul",25,"0:09:34","5:09:34 PM","A","also at 10:19; 10:23; "
4925,"18_08_17_2","D100 641","Rufous-crowned Babbler",30,"0:11:21","5:11:21 PM","A",NA
4926,"18_08_17_2","D100 641","Bushy-crested Hornbill",200,"0:11:30","5:11:30 PM","A",NA
4927,"18_08_17_2","D100 641",NA,18,"0:11:40","5:11:40 PM","A","High-pitched seemingly random ringle (c. 4-8.5khz) = flowerpecker?"
4928,"18_08_17_2","D100 641","Yellow-bellied Bulbul",30,"0:12:39","5:12:39 PM","A",NA
4929,"18_08_17_2","D100 641","Asian Red-eyed Bulbul",10,"0:14:00","5:14:00 PM","A","prrtprrrt"
4930,"18_08_17_2","D100 641","Common Hill Myna",300,"0:14:51","5:14:51 PM","A",NA
4931,"18_08_17_2","D100 641","Bornean Orang-utan",30,"0:15:54","5:15:54 PM","A",NA
4932,"18_08_17_2","D100 641","Dark-necked Tailorbird",10,"0:18:40","5:18:40 PM","A",NA
4933,"18_08_17_3","D100 641","Chestnut-winged Babbler",35,"0:00:05","6:00:05 PM","A","also at 0:20; 0:29; 0:35; 17:52"
4934,"18_08_17_3","D100 641","Great Argus",150,"0:00:06","6:00:06 PM","A","also at 12:59; 19:24"
4935,"18_08_17_3","D100 641","Bornean Gibbon",500,"0:00:25","6:00:25 PM","A","also at 2:50; 3:03"
4936,"18_08_17_3","D100 641","Black-headed Bulbul",20,"0:00:39","6:00:39 PM","A","also at 1:04; "
4937,"18_08_17_3","D100 641","Spectacled Bulbul",25,"0:00:50","6:00:50 PM","A",NA
4938,"18_08_17_3","D100 641","Greater Coucal",40,"0:01:13","6:01:13 PM","A",NA
4939,"18_08_17_3","D100 641","Black-crowned Pitta",70,"0:01:25","6:01:25 PM","A",NA
4940,"18_08_17_3","D100 641","Dark-necked Tailorbird",20,"0:01:40","6:01:40 PM","A",NA
4941,"18_08_17_3","D100 641","Lesser Green Leafbird",25,"0:02:39","6:02:39 PM","A","Whit tsjew (c. 2.5-3.8khz; 2-4.1khz); or cream-vented bulbul?! Also at 9:10"
4942,"18_08_17_3","D100 641","Short-tailed Babbler",35,"0:03:20","6:03:20 PM","V",NA
4943,"18_08_17_3","D100 641","Moustached Hawk-cuckoo",50,"0:04:00","6:04:00 PM","A","pjeupjeu pjeupjeu: also audible at 9:00"
4944,"18_08_17_3","D100 641","Swift",35,"0:04:10","6:04:10 PM",NA,NA
4945,"18_08_17_3","D100 641","Swift",35,"0:04:10","6:04:10 PM","V",NA
4946,"18_08_17_3","D100 641","Scarlet-rumped Trogon",70,"0:05:05","6:05:05 PM","A",NA
4947,"18_08_17_3","D100 641","Asian Red-eyed Bulbul",25,"0:05:09","6:05:09 PM","A",NA
4948,"18_08_17_3","D100 641","Pycnonotidae",15,"0:05:28","6:05:28 PM","A",NA
4949,"18_08_17_3","D100 641","Crested Serpent Eagle",40,"0:05:48","6:05:48 PM","A",NA
4950,"18_08_17_3","D100 641","Short-toed Coucal",70,"0:06:33","6:06:33 PM","A",NA
4951,"18_08_17_3","D100 641","Black Hornbill",15,"0:06:46","6:06:46 PM","A",NA
4952,"18_08_17_3","D100 641","Lesser Coucal",60,"0:07:57","6:07:57 PM","A",NA
4953,"18_08_17_3","D100 641","White-crowned Hornbill",400,"0:08:06","6:08:06 PM","A",NA
4954,"18_08_17_3","D100 641","Fluffy-backed Tit-babbler",40,"0:11:06","6:11:06 PM","A",NA
4955,"18_08_17_3","D100 641","Plaintive Cuckoo",40,"0:13:07","6:13:07 PM","A",NA
4956,"18_08_17_3","D100 641","Chestnut-necklaced Partridge",50,"0:15:02","6:15:02 PM","A",NA
4957,"18_08_17_3","D100 641","Rufous-crowned Babbler",40,"0:16:13","6:16:13 PM","A",NA
4958,"18_08_17_4","D100 641",NA,NA,NA,NA,NA,NA
4959,"18_08_17_5","D100 641",NA,NA,NA,NA,NA,NA
4961,"18_08_18_1","B1 602","Buff-vented Bulbul",18,"0:00:20","12:09:40 AM","A","Or Finch’s? But sounds more like Buff-vented"
4962,"18_08_18_1","B1 602","Prionochilus",20,"0:00:30","12:09:50 AM","A","tsizizizizi; Orange-bellied/Yellow-breasted Flowerpecker"
4963,"18_08_18_1","B1 602","Pycnonotidae",17,"0:00:38","12:09:58 AM","A","piequickclip"
4964,"18_08_18_1","B1 602","Banded Broadbill",25,"0:00:51","12:10:11 AM","A","also at 13:35"
4965,"18_08_18_1","B1 602","Banded Broadbill",25,"0:00:51","12:10:11 AM","A",NA
4966,"18_08_18_1","B1 602",NA,20,"0:05:17","12:14:37 AM","A","Tsi-tsi, very highpitched (8.5-9.2khz: 8.3-8.7khz)"
4967,"18_08_18_1","B1 602","Orange-bellied Flowerpecker",20,"0:06:20","12:15:40 AM","A","tzik tzik tzik 7.5khz"
4968,"18_08_18_1","B1 602","Black-headed Bulbul",20,"0:09:34","12:18:54 AM","A","Also audible at 12:08"
4969,"18_08_18_1","B1 602","Black-headed Bulbul",20,"0:09:34","12:18:54 AM","A",NA
4970,"18_08_18_1","B1 602","Spectacled Bulbul",NA,"0:14:36","12:23:56 AM","A",NA
4971,"18_08_18_1","B1 602","Asian Fairy Bluebird",15,"0:18:12","12:27:32 AM","A",NA
4972,"18_08_18_1","B1 602","Asian Paradise Flycatcher",6,"0:19:20","12:28:40 AM","V","JA370&371"
4973,"18_08_18_2","B1 602",NA,30,"0:00:05","10:00:05 AM","A",NA
4974,"18_08_18_2","B1 602","Striped Wren-babbler",25,"0:00:09","10:00:09 AM","A",NA
4975,"18_08_18_2","B1 602","Pycnonotidae",10,"0:00:54","10:00:54 AM","A","chipchop"
4976,"18_08_18_2","B1 602",NA,15,"0:01:41","10:01:41 AM","A","whrewwhrirwherwhriw"
4977,"18_08_18_2","B1 602","Asian Paradise Flycatcher",25,"0:02:39","10:02:39 AM","A",NA
4978,"18_08_18_2","B1 602","White-crowned Shama",20,"0:02:52","10:02:52 AM","A","better audible at 9:55"
4979,"18_08_18_2","B1 602","Sunbird",20,"0:03:24","10:03:24 AM","A","tchitchitchitchi tchew"
4980,"18_08_18_2","B1 602","Dicaeidae",20,"0:03:55","10:03:55 AM","A",NA
4981,"18_08_18_2","B1 602","Black-headed Bulbul",20,"0:04:34","10:04:34 AM","A",NA
4982,"18_08_18_2","B1 602","Black-headed Bulbul",20,"0:04:34","10:04:34 AM","A",NA
4983,"18_08_18_2","B1 602","Flycatcher",7,"0:07:00","10:07:00 AM","V","JA372"
4984,"18_08_18_2","B1 602","Flycatcher",7,"0:07:00","10:07:00 AM","V","JA372"
4985,"18_08_18_2","B1 602",NA,NA,"0:07:32","10:07:32 AM","A",NA
4986,"18_08_18_2","B1 602",NA,NA,"0:08:30","10:08:30 AM","A","Babbler?"
4987,"18_08_18_2","B1 602","Spectacled Bulbul",15,"0:12:32","10:12:32 AM","A",NA
4988,"18_08_18_2","B1 602","Spectacled Bulbul",15,"0:12:32","10:12:32 AM","A",NA
4989,"18_08_18_2","B1 602","Bold-striped Tit-babbler",50,"0:16:44","10:16:44 AM","A",NA
4990,"18_08_18_2","B1 602","Pycnonotidae",20,"0:18:00","10:18:00 AM","A",NA
4991,"18_08_18_2","B1 602",NA,20,NA,NA,"A",NA
4992,"18_08_18_3","B1 602","Banded Broadbill",35,"0:00:10","11:00:10 AM","A",NA
4993,"18_08_18_3","B1 602",NA,30,"0:00:35","11:00:35 AM","A","Whit (3-4.2khz) chew (3khz)"
4994,"18_08_18_3","B1 602","White-crowned Shama",21,"0:00:36","11:00:36 AM","A","also audible at 3:43: also WC shama at 12:05?"
4995,"18_08_18_3","B1 602","Yellow-bellied Prinia",25,"0:01:11","11:01:11 AM","A","Hihihihihi: fast-paced"
4996,"18_08_18_3","B1 602","Black-headed Bulbul",15,"0:02:48","11:02:48 AM","A",NA
4997,"18_08_18_3","B1 602","Fluffy-backed Tit-babbler",25,"0:04:55","11:04:55 AM","A",NA
4998,"18_08_18_3","B1 602","Black-and-yellow Broadbill",25,"0:05:40","11:05:40 AM","A",NA
4999,"18_08_18_3","B1 602","Little Spiderhunter",5,"0:09:34","11:09:34 AM","A",NA
5000,"18_08_18_3","B1 602","Green Iora",20,"0:11:50","11:11:50 AM","A",NA
5001,"18_08_18_3","B1 602","Flycatcher",10,"0:15:17","11:15:17 AM","V",NA
5002,"18_08_18_3","B1 602","Striped Wren-babbler",30,"0:18:02","11:18:02 AM","A",NA
5003,"18_08_18_3","B1 602","Ruby-cheeked Sunbird",7,"0:18:47","11:18:47 AM","A",NA
5004,"18_08_18_4","B1 602","Buff-vented Bulbul",17,"0:00:08","12:00:08 PM","A",NA
5005,"18_08_18_4","B1 602","Black-headed Bulbul",20,"0:00:28","12:00:28 PM","A",NA
5006,"18_08_18_4","B1 602","Asian Paradise Flycatcher",15,"0:01:23","12:01:23 PM","V",NA
5007,"18_08_18_4","B1 602","Spectacled Bulbul",NA,"0:02:47","12:02:47 PM","A",NA
5008,"18_08_18_4","B1 602","Banded Broadbill",25,"0:05:30","12:05:30 PM","A",NA
5009,"18_08_18_4","B1 602","Asian Paradise Flycatcher",45,"0:08:00","12:08:00 PM","A",NA
5010,"18_08_18_4","B1 602","Asian Paradise Flycatcher",45,"0:08:00","12:08:00 PM","V","male, female and juvi (?)"
5011,"18_08_18_4","B1 602","Spectacled Bulbul",15,"0:12:00","12:12:00 PM","A",NA
5012,"18_08_18_4","B1 602","White-crowned Shama",35,"0:13:48","12:13:48 PM","A",NA
5013,"18_08_18_4","B1 602","Flycatcher",11,"0:14:57","12:14:57 PM","V",NA
5014,"18_08_18_4","B1 602","Flycatcher",11,"0:14:57","12:14:57 PM","V",NA
5015,"18_08_18_5","B1 602","Asian Paradise Flycatcher",18,"0:00:14","1:00:14 PM","A",NA
5016,"18_08_18_5","B1 602","Buff-vented Finchs Bulbul",25,"0:02:23","1:02:23 PM","A",NA
5017,"18_08_18_5","B1 602","Black-headed Bulbul",20,"0:04:25","1:04:25 PM","A",NA
5018,"18_08_18_5","B1 602","Asian Fairy Bluebird",20,"0:06:08","1:06:08 PM","A","whit whipping"
5019,"18_08_18_5","B1 602","Spectacled Bulbul",20,"0:06:29","1:06:29 PM","A",NA
5020,"18_08_18_5","B1 602","Dicaeidae",10,"0:11:32","1:11:32 PM","A","tsi tsi tsi"
5021,"18_08_18_5","B1 602",NA,NA,"0:18:24","1:18:24 PM","A","Tsjewtsjewtsjew-tsjew (2.5-5.3khz: 0.9s)"
5022,"18_08_18_5","B1 602","Black-headed Bulbul",NA,NA,NA,"A",NA
5023,"18_08_18_5","B1 602","Black-winged flycatcher-shrike",12,NA,NA,"A",NA
5024,"18_08_18_5","B1 602","Finschs Bulbul",28,NA,NA,"A",NA
5025,"18_08_18_5","B1 602",NA,NA,NA,NA,NA,"H-wheeet (3-4.5 khz: every c. 2s or more)"
5026,"18_08_18_6","B1 602","Black-headed Bulbul",20,"0:02:03","2:02:03 PM","A",NA
5027,"18_08_18_6","B1 602","Spectacled Bulbul",15,"0:03:03","2:03:03 PM","A",NA
5028,"18_08_18_6","B1 602",NA,NA,"0:04:40","2:04:40 PM","A","H-wheeet (3-4.5 khz: every c. 3s or more)"
5029,"18_08_18_6","B1 602",NA,25,"0:07:43","2:07:43 PM","A","Pjeuw (2.9-1.9khz) whitwhit (4-3.3)"
5030,"18_08_18_6","B1 602","Fluffy-backed Tit-babbler",20,"0:17:00","2:17:00 PM","A",NA
5031,"18_08_21_1","OP3 843","Bold-striped Tit-babbler",15,"0:00:04","4:03:04 PM","A",NA
5032,"18_08_21_1","OP3 843","Common Emerald Dove",30,"0:00:10","4:03:10 PM","A",NA
5033,"18_08_21_1","OP3 843","Yellow-bellied Prinia",15,"0:00:15","4:03:15 PM","A",NA
5034,"18_08_21_1","OP3 843","Yellow-bellied Prinia",15,"0:00:22","4:03:22 PM","A",NA
5035,"18_08_21_1","OP3 843","Yellow-vented Bulbul",15,"0:00:27","4:03:27 PM","A",NA
5036,"18_08_21_1","OP3 843","Bornean Gibbon",500,"0:00:37","4:03:37 PM","A",NA
5037,"18_08_21_1","OP3 843","Pycnonotidae",15,"0:00:40","4:03:40 PM","A","clipclip (c. 2khz)"
5038,"18_08_21_1","OP3 843","Bold-striped Tit-babbler",8,"0:01:40","4:04:40 PM","A",NA
5039,"18_08_21_1","OP3 843","Bold-striped Tit-babbler",40,"0:02:11","4:05:11 PM","A",NA
5040,"18_08_21_1","OP3 843","Malaysian Pied Fantail",9,"0:03:20","4:06:20 PM","V","Heard at minute 4:18"
5041,"18_08_21_1","OP3 843","Bornean Gibbon",NA,"0:04:27","4:07:27 PM","A","also audible at 4:52"
5042,"18_08_21_1","OP3 843","Rufous-tailed Tailorbird",35,"0:04:51","4:07:51 PM","A",NA
5043,"18_08_21_1","OP3 843","Rufous-tailed Tailorbird",35,"0:04:51","4:07:51 PM","A",NA
5044,"18_08_21_1","OP3 843","House Gecko",NA,"0:05:03","4:08:03 PM","A",NA
5045,"18_08_21_1","OP3 843",NA,20,"0:05:17","4:08:17 PM","A","dit dit dit (c. 5khz)"
5046,"18_08_21_1","OP3 843","Lesser Coucal",35,"0:05:38","4:08:38 PM","A",NA
5047,"18_08_21_1","OP3 843","Yellow-vented Bulbul",15,"0:07:47","4:10:47 PM","A",NA
5048,"18_08_21_1","OP3 843","Pycnonotidae",15,"0:08:58","4:11:58 PM","A","clipclip c. 2khz"
5049,"18_08_21_1","OP3 843","Common Emerald Dove",40,"0:09:09","4:12:09 PM","A",NA
5050,"18_08_21_1","OP3 843","Orthotomus",15,"0:09:34","4:12:34 PM","A","tzeetzee: all 3 tailorbirds observed making this noise"
5051,"18_08_21_1","OP3 843","Spotted Dove",30,"0:10:35","4:13:35 PM","A",NA
5052,"18_08_21_1","OP3 843","Dark-necked Tailorbird",15,"0:11:58","4:14:58 PM","A",NA
5053,"18_08_21_1","OP3 843","Pycnonotidae",15,"0:14:26","4:17:26 PM","A",NA
5054,"18_08_21_1","OP3 843","Pycnonotidae",15,"0:14:26","4:17:26 PM","A",NA
5055,"18_08_21_1","OP3 843","Rufous-tailed Tailorbird",25,"0:16:53","4:19:53 PM","A",NA
5056,"18_08_21_1","OP3 843","Yellow-bellied Prinia",20,NA,NA,"A",NA
5057,"18_08_21_2","OP3 843","Bold-striped Tit-babbler",20,"0:00:00","5:00:00 PM","A",NA
5058,"18_08_21_2","OP3 843","Bold-striped Tit-babbler",20,"0:00:00","5:00:00 PM","A",NA
5059,"18_08_21_2","OP3 843","Bold-striped Tit-babbler",20,"0:00:00","5:00:00 PM","A",NA
5060,"18_08_21_2","OP3 843",NA,NA,"0:00:00","5:00:00 PM","A",NA
5061,"18_08_21_2","OP3 843","Rufous-tailed Tailorbird",15,"0:00:17","5:00:17 PM","A",NA
5062,"18_08_21_2","OP3 843","Rufous-tailed Tailorbird",15,"0:00:17","5:00:17 PM","A",NA
5063,"18_08_21_2","OP3 843","Human noise",40,"0:00:55","5:00:55 PM","A",NA
5064,"18_08_21_2","OP3 843","Yellow-vented Bulbul",15,"0:01:10","5:01:10 PM","A",NA
5065,"18_08_21_2","OP3 843","Bold-striped Tit-babbler",30,"0:01:55","5:01:55 PM","A",NA
5066,"18_08_21_2","OP3 843","Yellow-bellied Prinia",15,"0:02:04","5:02:04 PM","A",NA
5067,"18_08_21_2","OP3 843","Yellow-bellied Prinia",15,"0:02:04","5:02:04 PM","A",NA
5068,"18_08_21_2","OP3 843","Pycnonotidae",15,"0:04:52","5:04:52 PM","A",NA
5069,"18_08_21_2","OP3 843","Pycnonotidae",15,"0:04:52","5:04:52 PM","A",NA
5070,"18_08_21_2","OP3 843","Pycnonotidae",15,"0:04:52","5:04:52 PM","A",NA
5071,"18_08_21_2","OP3 843","Dicaeidae",20,"0:05:28","5:05:28 PM","A",NA
5072,"18_08_21_2","OP3 843","Lonchura",9,"0:05:45","5:05:45 PM","A",NA
5073,"18_08_21_2","OP3 843","Lonchura",9,"0:05:45","5:05:45 PM","A",NA
5074,"18_08_21_2","OP3 843","Lonchura",9,"0:05:45","5:05:45 PM","A",NA
5075,"18_08_21_2","OP3 843","Lonchura",9,"0:05:45","5:05:45 PM","A",NA
5076,"18_08_21_2","OP3 843","Slender-billed Crow",30,"0:07:30","5:07:30 PM","V",NA
5077,"18_08_21_2","OP3 843","Slender-billed Crow",30,"0:07:30","5:07:30 PM","V",NA
5078,"18_08_21_2","OP3 843","Slender-billed Crow",30,"0:07:30","5:07:30 PM","V",NA
5079,"18_08_21_2","OP3 843","Slender-billed Crow",30,"0:07:30","5:07:30 PM","V",NA
5080,"18_08_21_2","OP3 843","Slender-billed Crow",30,"0:07:30","5:07:30 PM","V",NA
5081,"18_08_21_2","OP3 843","Spotted Dove",30,"0:13:18","5:13:18 PM","A",NA
5082,"18_08_21_2","OP3 843",NA,15,"0:15:29","5:15:29 PM","A","ti ti ti ti ti ti: also audible at 17:06"
5083,"18_08_21_2","OP3 843","Common Emerald Dove",20,"0:17:27","5:17:27 PM","A",NA
5084,"18_08_21_2","OP3 843",NA,NA,NA,NA,"A",NA
5085,"18_08_23_1","E100 edge","Greater Coucal",30,"0:00:43","4:21:43 PM","A",NA
5086,"18_08_23_1","E100 edge","Slender-billed Crow",80,"0:00:48","4:21:48 PM","A",NA
5087,"18_08_23_1","E100 edge","Chestnut-backed Scimitar Babbler",30,"0:01:14","4:22:14 PM","A",NA
5088,"18_08_23_1","E100 edge","Fluffy-backed Tit-babbler",50,"0:03:24","4:24:24 PM","A",NA
5089,"18_08_23_1","E100 edge","Chestnut-backed Scimitar Babbler",50,"0:03:58","4:24:58 PM","A",NA
5090,"18_08_23_1","E100 edge","Greater Coucal",NA,"0:04:30","4:25:30 PM","A","boopboopboopboop mournfull = greater coucal too?"
5091,"18_08_23_1","E100 edge","Short-tailed Babbler",40,"0:04:45","4:25:45 PM","A",NA
5092,"18_08_23_1","E100 edge","Slender-billed Crow",NA,"0:06:08","4:27:08 PM","A","also audible at 9:10: 9:27: 9:40: 9:45"
5093,"18_08_23_1","E100 edge","Chestnut-winged Babbler",35,"0:09:25","4:30:25 PM","A","also audible at 10:13"
5094,"18_08_23_1","E100 edge","Bold-striped Tit-babbler",30,"0:10:46","4:31:46 PM","A",NA
5095,"18_08_23_1","E100 edge","Banded Woodpecker",40,"0:11:10","4:32:10 PM","A","heeheehye"
5096,"18_08_23_1","E100 edge","Bold-striped Tit-babbler",40,"0:11:36","4:32:36 PM","A",NA
5097,"18_08_23_1","E100 edge",NA,NA,"0:12:20","4:33:20 PM","A","Mournfull = woodpecker also?"
5098,"18_08_23_1","E100 edge","Common Hill Myna",40,"0:14:00","4:35:00 PM","A","Wingflap"
5099,"18_08_23_1","E100 edge","Red-throated Barbet",40,"0:15:27","4:36:27 PM","A",NA
5100,"18_08_23_1","E100 edge","Common Hill Myna",28,"0:17:57","4:38:57 PM","A",NA
5101,"18_08_23_2","E100 edge","Chestnut-backed Scimitar Babbler",200,"0:00:05","5:00:05 PM","A","also audible at 0:59: 1:08: 1:28: 1:36: 4:53: 5:28"
5102,"18_08_23_2","E100 edge","Chestnut-winged Babbler",25,"0:00:38","5:00:38 PM","A",NA
5103,"18_08_23_2","E100 edge","Slender-billed Crow",80,"0:00:46","5:00:46 PM","A","also audible at 6:20"
5104,"18_08_23_2","E100 edge","Common Hill Myna",25,"0:01:56","5:01:56 PM","A","also audible at 3:23: "
5105,"18_08_23_2","E100 edge","Common Hill Myna",25,"0:01:56","5:01:56 PM","A",NA
5106,"18_08_23_2","E100 edge","Sunbird",20,"0:06:12","5:06:12 PM","A","tsjiwtsjiwtsjiwtsjiwtsjiw… fast paced, c 5/2s"
5107,"18_08_23_2","E100 edge","Buff-necked Woodpecker",20,"0:07:23","5:07:23 PM","A","also audible at 8:57"
5108,"18_08_23_2","E100 edge","Bold-striped Tit-babbler",40,"0:07:56","5:07:56 PM","A",NA
5109,"18_08_23_2","E100 edge","Blue-eared Barbet",40,"0:08:05","5:08:05 PM","A",NA
5110,"18_08_23_2","E100 edge","Black-crowned Pitta",60,"0:08:47","5:08:47 PM","A",NA
5111,"18_08_23_2","E100 edge","Prionochilus",20,"0:09:19","5:09:19 PM","A","audible until 10:10"
5112,"18_08_23_2","E100 edge","Little Spiderhunter",15,"0:10:10","5:10:10 PM","A",NA
5113,"18_08_23_2","E100 edge","Common Hill Myna",17,"0:10:42","5:10:42 PM","A","also audible at 11:12"
5114,"18_08_23_2","E100 edge",NA,NA,"0:11:00","5:11:00 PM","A","whitwhitwhitwhitwhit: c. 2-3khz, 6notes/2s: also audible at 11:11"
5115,"18_08_23_2","E100 edge",NA,35,"0:13:20","5:13:20 PM","A","whrew"
5116,"18_08_23_2","E100 edge","Pycnonotidae",25,"0:13:41","5:13:41 PM","A","sjweit sjweit: c. 3khz, rapid consistent. Sounds like buff-vented but no reff calls that are persistent"
5117,"18_08_23_2","E100 edge","Smiths Giant Gecko",NA,"0:14:34","5:14:34 PM","A","also at 14:46: 15:00: 16:14: "
5118,"18_08_23_2","E100 edge","Ashy Tailorbird",40,"0:16:55","5:16:55 PM","A",NA
5119,"18_08_23_2","E100 edge",NA,NA,"0:17:08","5:17:08 PM","A","Drrrddrrrrdrrrrr: 1.5-2khz. Sounds what like a bulbul or alarm cal of a babbler: also audible at 17:34 and VERY clear at 18:12"
5120,"18_08_23_2","E100 edge",NA,NA,"0:19:50","5:19:50 PM","A","prrrt prrrt"
5121,"18_08_23_3","E100 edge","Blue-eared Barbet",30,"0:00:57","6:00:57 PM","A",NA
5122,"18_08_23_3","E100 edge","Common Hill Myna",25,"0:01:07","6:01:07 PM","A",NA
5123,"18_08_23_3","E100 edge","Common Hill Myna",25,"0:01:07","6:01:07 PM","A",NA
5124,"18_08_23_3","E100 edge","Black Hornbill",100,"0:02:06","6:02:06 PM","A",NA
5125,"18_08_23_3","E100 edge","Short-tailed Babbler",30,"0:12:55","6:12:55 PM","A",NA
5126,"18_08_23_3","E100 edge",NA,25,"0:16:30","6:16:30 PM","A",NA
5127,"18_08_23_4","E100 edge",NA,NA,NA,NA,NA,NA
5128,"18_08_23_5","E100 edge",NA,NA,NA,NA,NA,NA
5129,"18_08_23_6","E100 edge",NA,NA,NA,NA,NA,NA
5130,"18_08_24_1","Riparian 1",NA,25,"0:03:17","4:23:17 PM","A","High-pitched fast tingle like FP but faster paced and 8-9khz?!"
5131,"18_08_24_1","Riparian 1",NA,5,"0:03:53","4:23:53 PM","A","insignificant tchi (8khz) repeated once"
5132,"18_08_24_1","Riparian 1","Little Spiderhunter",7,"0:04:45","4:24:45 PM","A",NA
5133,"18_08_24_1","Riparian 1",NA,5,"0:13:06","4:33:06 PM","A","tchittchit"
5134,"18_08_24_1","Riparian 1","Black-and-yellow Broadbill",35,"0:15:00","4:35:00 PM","A",NA
5135,"18_08_24_1","Riparian 1",NA,35,"0:15:58","4:35:58 PM","A","High-pitched tsiii irregular repeated (at 16:02; 16:12; 16:16) 8khz"
5136,"18_08_24_2","Riparian 1","Rufous Woodpecker",17,"0:01:57","5:01:57 PM","A","also at 2:09; 2:25; 2:30; 3:23; 3:53"
5137,"18_08_24_2","Riparian 1","Rufous Woodpecker",30,"0:01:57","5:01:57 PM","A",NA
5138,"18_08_24_2","Riparian 1","Dicaeidae",10,"0:17:01","5:17:01 PM","A","seen flying: tsi sisisisi"
5139,"18_08_24_2","Riparian 1","Dicaeidae",10,"0:17:01","5:17:01 PM","A",NA
5140,"18_08_24_2","Riparian 1","Orange-backed Woodpecker",10,"0:19:07","5:19:07 PM","V","flew past"
5141,"18_08_24_2","Riparian 1","Black-naped Monarch",7,NA,NA,"V",NA
5142,"18_08_24_2","Riparian 1","Black-naped Monarch",7,NA,NA,"V",NA
5143,"18_08_24_2","Riparian 1","Black-naped Monarch",7,NA,NA,"V",NA
5144,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5145,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5146,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5147,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5148,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5149,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5150,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5151,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5152,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5153,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5154,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5155,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5156,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5157,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5158,"18_08_24_3","Riparian 1","Swift",50,"0:01:09","6:01:09 PM","V","seen throughout PC"
5159,"18_08_24_3","Riparian 1","Crimson Sunbird",15,"0:10:07","6:10:07 PM","V",NA
5160,"18_08_24_4","Riparian 1",NA,NA,NA,NA,NA,NA
5161,"18_08_24_5","Riparian 1",NA,NA,NA,NA,NA,NA
5162,"18_08_24_6","Riparian 1",NA,NA,NA,NA,NA,NA
5412,"18_09_10_1","OP Belian","Yellow-bellied Prinia",10,"0:00:15","5:05:15 PM","A",NA
5413,"18_09_10_1","OP Belian","Yellow-vented Bulbul",20,"0:02:30","5:07:30 PM","A",NA
5414,"18_09_10_1","OP Belian","Bold-striped Tit-babbler",60,"0:03:21","5:08:21 PM","A",NA
5415,"18_09_10_1","OP Belian","Yellow-bellied Prinia",8,"0:04:29","5:09:29 PM","V",NA
5416,"18_09_10_1","OP Belian","Striated Grassbird",15,"0:05:32","5:10:32 PM","A","also at 5:40; 5:52; 6:05; 6:14"
